channel_name,message,is_criticism
Русский Манифест | Пресса РДС/РДВС,"Атаки дронов на Мигалово в Твери. 

А я, собственно, вообще не помню чтобы губернатор Руденя за что-то отвечал перед жителями региона. Тверская область не впервые подвергается атакам дронов, как и соседние области, только про них мы узнаем из сообщений местных губернаторов, а в Твери лишь из интернета и по ""сарафанному радио"" от местных жителей. 
А что такого особенного в Тверском губернаторе, что он на особом положении? 
Википедия: 
И‌горь Миха‌йлович Руде‌ня (род. 15 февраля 1968, Москва, СССР) — российский государственный деятель. Губернатор Тверской области с 23 сентября 2016 (врио 2 марта — 23 сентября 2016). Секретарь Тверского регионального отделения партии «Единая Россия» с 10 июля 2020. Действительный государственный советник Российской Федерации 1 класса (2007).
Ну да, откуда-то из Москвы, злые языки говорят - близкий чел президенту. Также говорят видели его свидетельство о праве собственности на церковь где-то в Подмосковье. 
Чем запомнился тверичанам. Ну, во-первых, наверное тем, что при нём символично рухнул Тверской Речной вокзал, он конечно был на последнем издыхании так сказать, но именно при нём развалился окончательно и такому положению уже несколько лет без изменений. 
Ликвидировал Тверской Хоккейный Клуб, ФК Волга Тверь, не удивлюсь если с баскетболом и волейболом примерно также. Вроде бы со временем организуются другие клубы и команды, ""новодельные"", но вовсе не того масштаба и традиций к которым привыкли многие поколения тверичан.
Были ликвидированы троллейбусы и трамваи, сняты рельсы, убраны маршрутки, заместо них пущены новые автобусы, которым альтернативы нет. А раз нет альтернативного общественного транспорта, то не трудно догадался, что потребности горожан он в полной мере не удовлетворяет, некоторые организации, к примеру пекарня на Волоколамском проспекте, закрываются раньше установленного режима работы потому что работникам не на чем добраться до дома после 21 часа. 
Дороги, надо сказать, в городе делаются, каждый год в одних и тех же местах, вызывает неудобство, что частично они перекрываются надолго, но в целом в городе с дорогами проблем нет. 
Брусчатка и плитка перекладывается каждый год в одних и тех же местах нашими любимыми мигрантами из ближнего среднеазиатского зарубежья. Вся их работа из года в год - положил плитку - снял плитку - положил плитку, хорошую плитку, рассчитанную на десятилетия, но надо же чём-то заниматься ценным зарубежным специалистам, не зря же их целенаправленно завозят в Россию матушку. Но это наверное тренд общероссийский, как минимум надо не сильно отстать в этом отношении от Москвы, все таки областной центр, столица региона по площади превышающего в два раза территорию Голландии. 
Про сексуальную ориентацию тоже всякое говорят, но то опять злые языки, а Википедия же рассказывает о верующему и примерном семьянине Рудене.
Ах, да, как я могу забыть про СВО. Знакомый военнослужащий СВО обращался за консультацией по вопросу не выплат положенных денег за ранения, ему объяснили в специально созданных фондах, что - это по личному распоряжению губернатора, во всех регионах его братьям-сослуживцам нормально выплачивают, в Твери нет. 
И всё, как говорится, шито-крыто, никакой огласки в прессе, какие уж там атаки дронов на объекты в Твери, война вообще не дело умов простых смертных, они там за всех всё лучше знают как и что надо знать народу. Не зря Руденю где-то в интернете охарактеризовали как ""самого закрытого губернатора России"".

Вот навскидку краткая характеристика Тверского губернатора от жителя региона, по памяти, ну раз они сами молчат - кто-то же должен рассказать.",TRUE
Русский Манифест | Пресса РДС/РДВС,"Да уж, возвращение Кашпировского с его ""сеансами"" - это просто какое-то дежавю, back in 1980s, так сказать, провозвестие новой ""перестройки"" и той бездны ада, что разверзнется следом...

Как и 40 лет назад, после годов ""застоя"": брежневского тогда и путинского сейчас, наше общество умственно и нравственно деградировало и инфантилизировалось донельзя. Как так вышло? Люди просто желают жить сытной и благополучной жизнью туловища без головы, жрать, бухать, греть жопу на южных пляжах, гоняться за предметами роскоши, совершенно не задумываясь о происходящем, потому что с одной стороны ""начальство за нас подумает"", а с другой ""не хотим слышать и знать ничего плохого"" и ""мы заслужили сытной и благополучной жизни"". А начальство-то подумать уже не и может: тех, кто мог думать, давно убрали, заместив их вороватыми проходимцами, настоящими профессионалами вылизывания анусов тех, кто выше по иерархии. Реальные дела в стране заменили инсталляциями и презентациями, красивыми, яркими и лживыми, но такими приятными и убаюкивающими. Да и ""сытная и благополучная жизнь"" это ведь тоже обман: бумажные деньги без обеспечения, еда и питьё невесть из чего, ипотечные квартиры по цене выше реальной стоимости раз так в пятьдесят, чудесные спасительные вакцины сомнительного происхождения и действия, такая мягкая и пушистая, пахнущая ароматным мылом ""цифровизация"", всё сильнее затягивающаяся на шее, и прочая, прочая, прочая...

Где-то там далеко наши солдаты гибнут, пытаясь, несмотря на уже состоявшееся предательство власть имущих и почти полное равнодушие соотечественников, защитить нашу Родину от чертей в человеческом обличье, от зомби-адептов нового культа Сатаны - ""блаженного Запада"", а в центре Москвы гламурные припидрённые мальчики и силиконовые шлюхи веселятся и пьют вино и коктейли в кафешках, стараясь не замечать толп мрачных средневековых бородачей и их верных ""замоташек"", а также столиков с рекрутерами, предлагающими за кругленькую сумму отдать свою жизнь за...нет, вовсе не за Родину, а за ""сытную и благополучную жизнь"" других: припидрённых мальчиков, силиконовых шлюх и кишлачных бородачей с их выводками. Эти солдаты с их грубыми измученными лицами, покрытые грязью, копотью и кровью вызывают у гламурной гулящей публики с трудом скрываемое отвращение: они ведь мешают в полной мере вернуться обратно во ""времена до"", в свои родные Содом и Гоморру, дабы предаваться чувственным наслаждениям и водить хороводы со столь милыми сердцу чертями!

И над всем этим восходит яркое солнце с гигантской надписью ""ЛОЖЬ"". Лгут все и обо всём: насельники вертикали власти сверху и донизу, проституированные журналисты с желудочными баллонами и без, военкоры, ни разу не бывшие на войне, охранители и лоялисты, на зарплате и по зову сердца. ""Хлопок"", ""падение обломков"", ""инцидент"", ""взрывоопасные объекты"", ""в Кремле не располагают информацией"" - этот новояз поклонников Лживого Солнца уже затмил собой легендарную блатную ""феню""!

Страна наша больна, и излечение её будет сопровождаться чудовищными потрясениями и реками крови...",TRUE
Русский Манифест | Пресса РДС/РДВС,"Итак, поскольку дело о гибели высококлассных беспилотников стоит на месте, а точнее: с руководящих должностей были сняты ВСЕ(!) замы господина Пузика, но никак не сам Пузик, думаю имеет смысл сделать небольшую сравнительную характеристику главных действующих лиц этой трагедии.

На самом деле, крайне странно, что сразу после резонанса ярые защитники Пузика не сделали, казалось бы, очевидную вещь – не предоставили список заслуг Пузика за время боевого пути, а он у него начался в 2014-м. Возникает вопрос – почему? Не потому ли, в архиве есть немало данных не только о его подвигах(надеемся, что такие есть), и другой деятельности? 

Информацию брала из открытых источников и  опиралась на данные известные лично мне.

Игорь Пузик родился 6 июня 1981 года в Краматорске, 12 апреля 2014 года вступил в ополчение Донбасса. До начала 2024 года командовал 6 батальоном территориальной обороны ДНР, а именно, отвечал за организацию блокпостов – дело нужное, но и, отметим, прибыльное(именно здесь можно наладить поставку контрабанды)

В 2022 участвовал в штурме Мариуполя – здесь ни в чем порочащем замечен не был, видимо, поэтому Соловьев так рьяно делает ставку на этот отрезок пути. В дальнейшем, увы, всё было не так радужно: есть засвидетельственное подтверждение того, что Пузик лично застрелил одного из подичненных в ходе конфликта. Дальше он, видимо, решил действовать осторожнее: теперь он просто отправляет бойцов на смерть – сам руки не пачкает.

На данный момент является временно исполняющим обязанности командира 87-го мотострелкового полка (МСП) 1-й бригады 51-й общевойсковой армии.

Игорь Пузик получил звание ""Героя ДНР"" от главы республики Дениса Пушилина(отметим, смену руководства республики Пузик пережил без потерь, быстро устроившись по новой власти), при этом(!) наград у личного состава 87 полка крайне мало даже за штурм Авдеевки, в котором полк участвовал – об этом, кстати, было немало мемов еще в феврале этого года. 

Ну и докуче: в командном составе процветало пьянство. Обычное такое, не по праздникам. Просто маленький пунктик.

Теперь Сергей Грицай, с позывным Эрнест. Про Гудвина я напишу отдельно, ибо хорошо его знала.

Но реальность такова, что в принципе чисто теоретически Пузик мог не знать о существовании Гудвина(ну допустим, ага), но о существовании Эрнеста он не мог не знать, потому что тот сам был в командирском составе!

Сила и богатство чувства жизни пропорциональны силе ощущения смерти, как я писала выше, поэтому сам Эрнест будучи родом из далекого Оренбурга включился в помощь Донбассу ещё в 2014-м году.

Они с Гудвином сошлись ещё на издании методичек по управлению БПЛА, когда никто ещё не думал, что война может перейти на пульт оператора дрона.

Дальше. В 2023 году он возглавил команду из 29 человек.
Эта группа занималась множеством задач, связанных с использованием БПЛА: они находили дроны, проводили их ремонт и модернизацию, а также занимались инженерией систем первого лица.
Кроме того, они создавали специальные тележки, ремонтировали автомобили и разрабатывали устройства радиоэлектронной борьбы (РЭБ). 

Бойцы осуществляли вылеты в такие населенные пункты, как Северное, Тоненькое и Уманское, откуда добывали передовую информацию и именно по их наводке проходили все штурма в начале лета.

У Сергея Грицая есть медаль за взятие Водяного, есть благодарственное письмо лично от президента(!) за 2002 год.

Я на постоянной связи с ребятами из команды Эрнеста: всех и всегда предоставлял к наградам, подавал списки, добивался.

Ну и по поводу грамоты Эрнесту от Путина. Это что же получается, президент ошибался???

Печальное сравнение по сути вышло. Пример того, как быть не должно. Но как есть.

Я, кстати, думаю, что Пузик, посылая на смерть Эрнеста и Гудвина давал им право выбора: умереть или уйти в СОЧ. Думаю для него это тоже был вариант - этим бы он лишил бы их права голоса, как ему казалось. Его расчёт и сработал: Гудвин и Эрнест расценили ситуацию так же.

Эх, мужики, зачем же вы сыграли в благородство, и главное, с кем.",TRUE
Русский Манифест | Пресса РДС/РДВС,"👆🏼Один Шойгу не врал и не воровал, просто таки ""миноборонская дева"" какая-то: стоял в сторонке в белом платьишке и розовом бантике и смотрел на мир естественно сощуренными глазёнками, ага! 🤡",TRUE
Русский Манифест | Пресса РДС/РДВС,"У депутата Хамзаева после проваленного им дня народного единства могут случиться проблемы в Думе. 
Единая Россия рассматривает вопрос о приостановлении членства в партии. Вопрос уже в процессе. 
Профильный комитет госдумы рассмотрит обращение группы депутатов от Владимирской области и примкнувшего к ним Евгения Попова о недопустимости подобного поведения. 
Могут еще и с подачи Володина рассмотреть вопрос о лишении мандата.
Зачем было трогать Владимир?",TRUE
Стрелков Игорь Иванович,"По моему мнению, для того, чтобы рассчитывать на победу в текущей войне, необходимо как можно скорее предпринять следующие политические и военно-политические действия:

1. Окончательно и безповоротно отказаться от признания легитимности действующих киевских властей и способствовать скорейшему созданию на освобожденной территории властей новых. Предпочтительно - властей Новороссии (на территории Херсонской области) и Малороссии (""украины"") - где-либо на Слобожанщине или в одном из освобожденных городов Киевской области. Начать с ними дипломатическое общение и заключить серию договоров о дружбе, взаимопомощи и (главное) их вхождении в состав будущего Союзного государства России, ДНР, ЛНР, Новороссии и Малороссии (""украины"", если уж от этого термина в Кремле никак не могут отказаться). Возможен вариант создания не единых Новороссии и ""украины"", а народных республик в рамках ранее существовавших областей. Здесь важна не форма, а декларация принципа полного переформатирования бывшей ""украины"" и создание законной альтернативы киевским нацистам. 

2. Начать формирование добровольческих вооруженных сил и полицейских формирований из местных сторонников России и противников действующего режима. Естественно - с подчинением их российскому военному командованию, но с предоставлением некоторой степени автономности (что позволит гораздо шире задействовать людские ресурсы, сняв многие ограничения, неизбежные в рекрутировании в российскую регулярную армию).

3. Перестать церемониться с представителями киевской власти (хотя-бы наиболее одиозными и непримиримыми), сделав их законными объектами для воздействия всеми видами оружия. 

4. Понять, наконец, что эту войну можно только ПОЛНОСТЬЮ ВЫИГРАТЬ или ПОЛНОСТЬЮ ПРОИГРАТЬ. И срочно готовить войска (резервы) в достаточных количествах для ее выигрыша. Что не сделать без серии частичных мобилизаций в самой Российской Федерации. А также переведения экономики на военные рельсы (в рамках разумного).

20 лет ""благополучного прожирания ресурсной ренты"" - закончились навсегда. Впереди нас ждет нелегкий период внешней блокады и серии войн. Чтобы не провалиться в ад смуты - надо действовать быстро и решительно, не теша себя иллюзиями, что ""скоро снова заживем как при дедушке с тем-же дедушкой"". ""Дедушка"" от нас и так никуда не денется - это понятно и неизбежно (что вовсе нельзя сказать о значительной части его окружения), а вот ""жить как раньше"" - мы не будем точно. Главная задача - просто ""остаться жить"". А сохранить жизнь (как государству, так и огромному количеству его граждан) можно только побеждая.",TRUE
Стрелков Игорь Иванович,"С главным лозунгом, таким образом, разобрались. Переходим к собственно стратегии.

И она тоже довольно незамысловата, но предусматривает наличие (в нашем случае - появление) того, что у Российской Федерации (в лице ее правителей) не имеется вовсе. В отличие, кстати, от т.н. украины. То есть - позитивной идеологии. У ""уважаемых партнеров"" идеология очень незамысловата: ""бей проклятого оккупанта-москаля, чтобы начать жить лучше, а Эвропа и Амэрыка нам помогут! Побьем - и будет у нас всеобщее счастье, сытость и благоденствие, которое у нас веками воровал проклятый москаль!""

Идеология ""краткосрочная"", но на долгую перспективу Клоун и Ко и не рассчитывают - им не за чем. Люди полностью ""материально-ориентированные"", жить в Киеве до конца дней своих явно не планируют (он им даже этнически чужд) и т.п. Пока ""работает"" - а там - ""хоч трава не рости"" (на самобытно-незалежной ""укро-мове"", не имеющей ничего общего с языком угро-финских дикарей из Московии).

Ну-с, а какая идеология есть у РФ? Раньше было невнятное, но почти осязаемое ""достижение достатка"". Недавно из себя выдавили ""российский патриотизм"". Первое было понятнее, так как имелось наглядно: многочисленное россиянское чиновничество его демонстрировало всем и каждому, намекая (своим откровенно-свинским поведением) на способы реального достижения. А вот что представляет из себя второе (в понимании вип-чиновников) - российскому гражданину толком объяснить не могут. Да, ""деды воевали""... Но ведь Путин и Ко - это не те ""деды"", нет? И все-таки не они спасли Россию (т.е. сломанный ими-же СССР, если точнее), победив ""коричневую чуму""?

Так в чем-же заключается этот их патриотизм, с учетом того, что пресс-секретарь самого президента называет бежавшего в Израиль русофоба и предателя ""хорошим патриотом""? И сильно-ли такой ""патриотизм"" отличается от прежнего варианта ""идеологии"" (""украл, распилил, откатил, снова украл"")? Патриотами ЧЕГО предлагается быть российским гражданам? - России или теплой компании паразитов, награбивших миллиардные состояния и разместивших деток, собственность и награбленное заграницей? Если у них (выражаясь словами Володина, никак президентом не дезавуированными) понятие Путин - равно понятию ""Россия"" (и без Путина Россия существовать не может), то почему власти уверены, что люди так рвутся воевать и умирать за Путина?
Вот лично я воевал за Россию и готов воевать снова. Даже вопреки наличию в ней Путина (и даже под его верховным командованием - деваться-то некуда!). Но вот ""чисто за Путина"" я воевать-бы точно не пошел. А значительная часть населения не больно-то рвется воевать и за ""такую"" Россию, в которой ""лучше этого"" для поста президента (не говоря уж об окружении) ничего не нашлось...

Но сейчас гражданам РФ предлагается вовсе не идеология ""войны за Россию"", нет! - Их призывают жертвовать своими жизнями ради и ""демилитаризации и некоей денацификации"" т.н. украины. А много тех людей в РФ, которым есть дело до того - кто на украине у власти - нацисты или нет? - Нет, такие люди, безусловно, есть. И не то, чтобы их было совсем мало. Но для того ,чтобы вести с нацистами полноценную войну - да, мало... точно не хватит (не говоря уже о том, что власти самой РФ не шибко-то стремятся таких людей максимально задействовать). А основной массе, в общем, наплевать на то - кто правит в Киеве - ""нацист"" Зеленский или ""наш пророссийский"" (тьфу!) Медведчук.
И никто не пытается даже объяснить гражданам РФ - что украина - это историческая часть России, а ее население - не какой-то там ""братский народ"", а натурально часть нашего Русского народа (и не самая худшая его часть, если брать за основу физическое здоровье и интеллект). Более того - что без украины Россия в перспективе непременно будет далее хиреть и сохнуть (как, впрочем, и украина - без остальной России). И единственная возможность избежать печального конца - это воссоединить украину, ради чего необходимы жертвы.",TRUE
Стрелков Игорь Иванович,"Как укрепиться власти РФ. Чего боится кремль

❗️Копия на Бастион",TRUE
Стрелков Игорь Иванович,"ВОТ ТАКАЯ ВЕРТИКАЛЬ

МВД объявило в розыск осужденного на 10 лет по делу о взятке депутата

С другой стороны - ну какая может быть у нас мобилизация, какое военное положение? С такими-то ""правоохранительными органами"", которые даже взять подписку о невыезде с подозреваемого по делу о взятке в 3 миллиарда взять не могут, не говоря уж об обеспечении его явки в суд?
Все-таки замечательную ""вертикаль"" у нас отстроили за два десятилетия... Как война - так сразу 5 бывших вице-премьеров - в бега... и никто им не мешает (их даже в розыск не объявили). Как обстрелы территории - так военные праздники и фестивали...",TRUE
Стрелков Игорь Иванович,"А прямо сейчас - вместо пополнения крайне уставших и уже неплохо обстрелянных (т.е. научившихся воевать в текущих нелегких условиях) фронтовых частей (что может резко повысить и их боевой дух, и боеспособность вообще) - ведомство господина Шойгу лихорадочно формирует во всех регионах РФ ""добровольческие именные батальоны"", которые, попав когда-нибудь на фронт - неизбежно будут если не разбиты в первых-же боях (как сейчас наши войска бьют бросаемые под удар вражеским командованием части ""территориальной обороны""), то неизбежно понесут огромные неоправданные потери - просто вследствие всеобщей ""сырости"" и неопытности личного состава. И не факт, что после этих ""жестоких уроков"" и огромных потерь - ""именные добровольцы"" не начнут разбегаться (становиться ""пятисотыми"") гораздо быстрее, чем это сейчас делают бойцы ЧВК и линейных контрактных частей. 

То есть - речь идет либо о всё том-же ""продвинутом кретинизме"", либо о ... неоднократно мною упомянутом вредительстве. (Согласен на присутствие и ""симбиоз"" обоих данных мотивов). 
Но, допустим, речь идет просто о прогрессирующем идиотизме и стремлении насквозь неэффективной армейской верхушки ""просто создать как можно больше полковничьих и генеральских командных/штабных должностей"". Пусть так. 

Но ведь в случае мобилизации перед нашим российским обществом во весь рост встанет закономерный вопрос: ""А как-же так!? Мы-же всех побеждали полгода!? И вдруг требуется мобилизация? Конашенков нам все это время врал?!?!"" На этот вопрос - хошь-не хошь, а надо будет что-то отвечать. И делать ""орг-выводы"". И первым кандидатом на ""оргвыводы"" будет кто - как думаете? Конашенков? - Вряд ли! 
Или, быть может, полагаете, что сам Владимир Владимирович выступит по телевизору и попросит ""отнестись с пониманием"", взяв вину на себя? - Очень сомневаюсь. 
Первым и главным кандидатом ""на вылет"" непременно станет Сергей Кужугетович. ""По совокупности заслуг"", так сказать... Ему припомнится всё - и ""2000 беспилотников"", и ""не имеющие аналогов"" танки/самолеты/ракеты (в количествах штук, считаемых по пальцам), и изумительный подбор руководящих военных кадров, и общее снабжение войск и т.д., и т.п. 
Вот хочет ли наш замечательный министр такого финала? - Сомневаюсь. Поэтому, практически уверен - он до конца будет ""тянуть кота за хвост"", докладывая президенту, что ""еще чуточку, еще самую малость - и враг сломается и запросит мира! Ничего делать не надо, более того - опасно! Мы справимся имеющимися силами, потерпите немножко!"". И - поскольку президент наш более всего склонен именно ""ничего не делать и ждать, пока оно само..."" - то такие заверения падают на благодарную почву. Ну, я так думаю.... 

И, да, - если на минуту представить ,что Сергей Кужугетович и впрямь ""аки лев бьется за национально-государственный интерес России"" и ежедневно докладывает президенту полную правду о том ,что происходит на фронте, дополняя ее словами: ""настоятельно умоляю немедленно провести мобилизацию, пока не поздно!"" - то почему - в качестве самого серьезного и наглядного аргумента - он не подал в отставку, не желая брать на себя ответственность за назревающую катастрофу? (Напоминаю, что - в моих глазах - сама затяжная война на т.н. Украине"" была и будет катастрофой, способной привести к коллапсу Российской Федерации, о чем я много раз писал много лет подряд). 
А вот уже сразу после отставки - Сергей Кужугетович, как прожженный опытный политик (ну не военный-же он, в самом деле?) - мог бы (""весь в белом"") выйти на площадку СМИ и скорбно заявить: ""Я сделал всё, что мог, но - поскольку убедить Владимира Владимировича провести мобилизацию и ввести военное положение не удалось - то я умываю руки!"" 

Но Сергей Кужугетович не сделает этого никогда. Поскольку слово ""Честь"" для него - не более чем абстрактное понятие, а вот ""Власть"" - штука понятная донельзя и вполне осязаемая. И властью ради какой-то ""чести"" ему пожертвовать даже в голову не придет, А ""сыграть в честного"" сколько-нибудь убедительно - не хватит мозгов.",TRUE
Стрелков Игорь Иванович,"В ЧЕМ ВЕРХОВНЫЙ МЕШАЕТ ФАНЕРНОМУ

В последние пару недель в интернете возникла и получает все большее распространение тема под условным названием: ""Шойгу ни в чем не виноват, он всеми силами старается выиграть войну (настаивая на проведении необходимых для этого мобилизационных мероприятий), но ему мешает лично Путин"". Судя по всему - тему эту усиленно вбрасывают и проталкивают. И, особенно, она получила толчок прямо сейчас, когда Рамзан Ахмадович повторно заявил о своей готовности ""быстро взять Киев в любой момент ,если будет такая возможность"" (цитирую близко к тексту, не точно). 

Поскольку мои глубочайшие симпатии к министру обороны РФ (порой доходящие до восторженного преклонения) - широко известны, а от еще более истерического почитания президента меня уже пол-года сдерживает твердо соблюдаемое обещание ""не ... пока не закончена война"", то считаю себя вправе попытаться выступить в качестве ""третейского судьи"" (не сочтите за наглость!) в данном (выражаясь словами ув. Виталия ""Африки"") ""танце теней на пепле"", каковой пытается представить нам анонимная сила , стоящая за вышеуказанными ""вбросами"". 

Итак, совсем коротко о текущей военной ситуации:

1. Третий (""Эффективный"" - Р.А. Кадыров) этап СВО всего за три недели с момента начала плавно перетёк в 4-й (""сбережения мирного населения"" путем замедления темпов операции - лично С.К.Шойгу);

2. По сути - вся ""эффективность"" 3-го этапа завершилась незначительными (но дорогостоящими) тактическими продвижениями под Донецком, увенчавшимися взятием ПГТ Пески. На Херсонском-же фронте произошел ""размен"" - наши на 5 км продвинулись к Николаеву от Снигиревки, укры - захватили два села и плацдарм на р.Инуглец между Снигиревкой и Давыдовым Бродом. На других фронтах также, в целом, линия фронта не изменилась. 

3. Противник в течение лета резко (во много раз) нарастил количество ракетных и безпилотных ударов по глубоким и ближним тылам ВС РФ и ВС ЛДНР, добиваясь все новых успехов, теперь уже вполне сравнимых (по наносимому ущербу) с ракетными ударами по собственной территории, принимаемыми от ВС РФ с начала СВО. Таким образом, - и в данном отношении ВС РФ потеряли ""эксклюзивное превосходство"", а ВСУ добились определенного паритета. Печально, но факт. 

На основании изложенного можно сделать вывод о том, что в рамках СВО российское командование не только не смогло добиться разгрома ВСУ, но и даже полное вытеснение имеющимися силами противника с территории ДНР - отошло в разряд ""насбыточных мечт"". Ясно, что новые попытки наступлений будут предприняты и могут даже привести к новым тактическим успехам, но - в целом - на фронте сложилось равновесие. И ""чаша весов"" со стороны ВСУ теперь очень медленно, но неуклонно перевешивает российскую. 
Обе стороны испытывают проблемы с пополнениями войск и их растущей демотивацией, однако в условиях общего численного превосходства ВСУ - для них эта проблема менее критична, чем для ВС РФ. 
Другое дело - что РФ, действительно, до сих пор не решилась воевать в полную силу и даже не попыталась провести ограниченные мобилизационные мероприятия на фронте и в тылу, что (теоретически, и, конечно-же, далеко не в один момент) способно резко склонить ""чашу весов"" в нашу сторону. 

А теперь, собственно, возвращаемся к якобы имеющемуся у нашего любимого министра острому позыву ""добиться этой самой мобилизации"" и его ""потугах"" убедить ""неподатливого верховного"" ее объявить.

Так вот - я считаю данную версию полным и абсолютным враньём. Хотя-бы даже глядя на то - какие мероприятия осуществляет Минобороны РФ прямо сейчас для пополнения войск - без мобилизации.",TRUE
